"","RBD","NOM_RBD","MRUN","RUT_SOSTENEDOR","COD_REG_RBD","COD_COM_RBD","NOM_COM_RBD","DEPENDENCIA.x","RURAL_RBD","CONVENIO_PIE","LATITUD","LONGITUD","ORI_RELIGIOSA","PAGO_MATRICULA","PAGO_MENSUAL","NOMBRE_ACCESIBILIDAD.x","NECESIDAD_AVION","PROM_LECT","PROM_MAT","MAT_TOTAL","RED_DE_ESCUELAS_LIDERES.x","GRUPO","NUMERO_BENEFICIADOS","MONTO_SEP","Grupo","Matricula_Comuna","Matricula_Grupo","PAGO_MATRICULA_2","PAGO_MENSUAL_2","cluster.x","CodGrupo","cluster.y","NOMBRE_ACCESIBILIDAD.y","RED_DE_ESCUELAS_LIDERES.y","DEPENDENCIA.y","Monto_Escuela","MATRICULA_TOTAL","MONTO_ALUMNO","N_TOTAL_COLEGIOS","idGrupo"
"68",114,"ESCUELA PLACIDO VILLARROEL",NA,70938800,1,1101,"IQUIQUE","Municipal","URBANO",1,-20.22023544,-70.14411378,"Otro","GRATUITO","SIN INFORMACION","Medianamente",1,NA,NA,529,0,"70938800",331,5930018.50125,NA,36441,10954,0,NA,"2","2-Medianamente-0-Municipal","2","Medianamente",0,"Municipal",4794671239.00625,217202,22074.7103572078,418,17
"69",116,"COLEGIO REPUBLICA DE CROACIA",NA,70938800,1,1101,"IQUIQUE","Municipal","URBANO",1,-20.2272806,-70.13484972,"Católica","GRATUITO","GRATUITO","No Accesible",1,NA,NA,635,0,"70938800",350,6270412.3125,NA,36441,10954,0,0,"2","2-No Accesible-0-Municipal","2","No Accesible",0,"Municipal",4756192501.35875,230084,20671.5482230783,432,21
"70",117,"ESCUELA PAULA JARAQUEMADA ALQUIZAR",NA,70938800,1,1101,"IQUIQUE","Municipal","URBANO",1,-20.22039846,-70.1462444799999,"Católica","GRATUITO","GRATUITO","Accesible",1,NA,NA,513,0,"70938800",249,4460950.47375,NA,36441,10954,0,0,"2","2-Accesible-0-Municipal","2","Accesible",0,"Municipal",4266015740.69125,206556,20653.0710349312,397,13
"71",119,"ESCUELA CENTENARIO",NA,70938800,1,1101,"IQUIQUE","Municipal","URBANO",1,-20.2135148,-70.1451207199999,"Laica","GRATUITO","GRATUITO","Medianamente",1,NA,NA,446,0,"70938800",194,3475599.9675,NA,36441,10954,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"72",122,"ESCUELA THILDA PORTILLO OLIVARES",NA,70938800,1,1101,"IQUIQUE","Municipal","URBANO",1,-20.23621356,-70.14101074,"Católica","GRATUITO","GRATUITO","No Accesible",1,NA,NA,334,0,"70938800",260,4658020.575,NA,36441,10954,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"73",123,"COLEGIO ESPANA",NA,70938800,1,1101,"IQUIQUE","Municipal","URBANO",1,-20.2397204,-70.1288531799999,"Laica","GRATUITO","GRATUITO","Accesible",1,NA,NA,493,0,"70938800",272,4873006.14,NA,36441,10954,0,0,"2","2-Accesible-0-Municipal","2","Accesible",0,"Municipal",4266015740.69125,206556,20653.0710349312,397,13
"74",124,"LICEO LUIS CRUZ MARTINEZ",NA,70938800,1,1101,"IQUIQUE","Municipal","URBANO",1,-20.2419955,-70.1374328999999,"Laica","GRATUITO","GRATUITO","Medianamente",1,207,223,1163,0,"70938800",979,17539239.01125,NA,36441,10954,0,0,"1","1-Medianamente-0-Municipal","1","Medianamente",0,"Municipal",1572951473.6,60364,26057.7740640117,46,5
"75",125,"ESCUELA PROFESOR MANUEL CASTRO RAMOS",NA,70938800,1,1101,"IQUIQUE","Municipal","URBANO",1,-20.24541641,-70.1381210299999,"Católica","GRATUITO","GRATUITO","No Accesible",1,251,258,985,0,"70938800",730,13078288.5375,NA,36441,10954,0,0,"2","2-No Accesible-0-Municipal","2","No Accesible",0,"Municipal",4756192501.35875,230084,20671.5482230783,432,21
"76",126,"COLEGIO REPUBLICA DE ITALIA",NA,70938800,1,1101,"IQUIQUE","Municipal","URBANO",1,-20.24359886,-70.13149205,"Laica","GRATUITO","GRATUITO","Accesible",1,186,195,640,0,"70938800",468,8384437.035,NA,36441,10954,0,0,"2","2-Accesible-0-Municipal","2","Accesible",0,"Municipal",4266015740.69125,206556,20653.0710349312,397,13
"77",127,"LICEO MARIA AUXILIADORA",NA,70083600,1,1101,"IQUIQUE","Particular Subvencionado","URBANO",0,-20.22232531,-70.14838116,"Católica","GRATUITO","$50.001 A $100.000","Medianamente",1,305,324,869,0,"70083600",190,6807876.225,NA,36441,11207,0,75000,"5","5-Medianamente-0-Particular Subvencionado","5","Medianamente",0,"Particular Subvencionado",72007237941.6913,140308,513208.355487151,118,56
"78",129,"LICEO SUPERIOR GABRIELA MISTRAL",17813224,NA,1,1101,"IQUIQUE","Particular Subvencionado","URBANO",0,-20.2210866,-70.15143279,"Católica","$1.000 A $10.000","$10.001 A $25.000","No Accesible",1,174,179,155,0,NA,0,0,NA,36441,72111,5000,17500,"4","4-No Accesible-0-Particular Subvencionado","4","No Accesible",0,"Particular Subvencionado",1929872197.8825,9583,201384.973169415,36,48
"79",130,"COLEGIO NORTH COLLEGE",NA,77193390,1,1101,"IQUIQUE","Particular Subvencionado","URBANO",0,-20.22346373,-70.14422847,"Laica","$1.000 A $10.000","$25.001 A $50.000","Accesible",1,259,269,375,0,"77193390",0,0,NA,36441,375,5000,37500,"3","3-Accesible-0-Particular Subvencionado","3","Accesible",0,"Particular Subvencionado",28812313457.2925,106159,271407.167148263,586,28
"80",131,"LICEO PARTICULAR MIXTO ESCASCE",NA,76159499,1,1101,"IQUIQUE","Particular Subvencionado","URBANO",0,-20.22463663,-70.14818092,"Laica","GRATUITO","$10.001 A $25.000","Medianamente",1,242,224,249,0,"76159499",91,1630307.20125,NA,36441,249,0,17500,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"81",132,"LICEO ACADEMIA IQUIQUE",NA,76040981,1,1101,"IQUIQUE","Particular Subvencionado","URBANO",0,-20.33293869,-70.13943264,"Laica","$1.000 A $10.000","$50.001 A $100.000","No Accesible",1,306,334,1746,0,"76040981",0,0,NA,36441,1746,5000,75000,"5","5-No Accesible-0-Particular Subvencionado","5","No Accesible",0,"Particular Subvencionado",81502179449.7425,139215,585441.07639078,128,61
"82",133,"COLEGIO ADVENTISTA DE IQUIQUE",NA,65102261,1,1101,"IQUIQUE","Particular Subvencionado","URBANO",1,-20.22514112,-70.14849999,"Otro","GRATUITO","GRATUITO","Accesible",1,271,232,748,0,"65102261",512,9172717.44,NA,36441,2192,0,0,"2","2-Accesible-0-Particular Subvencionado","2","Accesible",0,"Particular Subvencionado",27179668282.2612,186875,145443.040975311,294,14
"83",134,"LICEO ATENEA",NA,76196084,1,1101,"IQUIQUE","Particular Subvencionado","URBANO",1,-20.21558387,-70.1543851299999,"Laica","GRATUITO","$10.001 A $25.000","Medianamente",1,247,212,327,0,"76196084",144,2579826.78,NA,36441,327,0,17500,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"84",144,"COLEGIO IQUIQUE YOUNG SCHOOL",NA,76165753,1,1101,"IQUIQUE","Particular Subvencionado","URBANO",0,-20.22387684,-70.14311631,"Laica","GRATUITO","$10.001 A $25.000","No Accesible",1,246,224,384,0,"76165753",173,3099375.22875,NA,36441,384,0,17500,"3","3-No Accesible-0-Particular Subvencionado","3","No Accesible",0,"Particular Subvencionado",29543797034.1237,114356,258349.339204972,612,40
"85",154,"ESCUELA BASICA FRONTERIZA",NA,69010200,1,1404,"HUARA","Municipal","RURAL",0,-19.99683059,-69.77273855,"Laica","GRATUITO","GRATUITO","Accesible",1,NA,NA,12,0,"69010200",8,143323.71,NA,409,409,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"86",156,"ESCUELA PISAGUA",NA,69010200,1,1404,"HUARA","Municipal","RURAL",1,-19.59798472,-70.21297554,"Laica","GRATUITO","GRATUITO","Medianamente",1,NA,NA,65,0,"69010200",59,1057012.36125,NA,409,409,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"87",158,"ESCUELA CHIAPA",NA,69010200,1,1404,"HUARA","Municipal","RURAL",0,-19.53726055,-69.20697246,"Católica","GRATUITO","GRATUITO","No Accesible",1,NA,NA,1,0,"69010200",1,17915.46375,NA,409,409,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"88",159,"ESCUELA JAINA",NA,69010200,1,1404,"HUARA","Municipal","RURAL",0,-19.55465319,-69.2460138999999,"Católica","GRATUITO","GRATUITO","Accesible",1,NA,NA,3,0,"69010200",3,53746.39125,NA,409,409,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"89",160,"ESCUELA PACHICA",NA,69010200,1,1404,"HUARA","Municipal","RURAL",0,-19.8662857,-69.43372094,"Otro","GRATUITO","GRATUITO","Medianamente",1,NA,NA,23,0,"69010200",20,358309.275,NA,409,409,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"90",161,"LICEO DE HUARA",NA,69010200,1,1404,"HUARA","Municipal","RURAL",1,-19.99687623,-69.7726336199999,"Laica","GRATUITO","GRATUITO","No Accesible",1,284,248,255,0,"69010200",232,4156387.59,NA,409,409,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"91",162,"ESCUELA SIBAYA",NA,69010200,1,1404,"HUARA","Municipal","RURAL",0,-19.78314674,-69.17414199,"Evangélica","GRATUITO","GRATUITO","Accesible",1,NA,NA,39,0,"69010200",36,644956.695,NA,409,409,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"92",165,"ESCUELA CHUSMIZA",NA,69010200,1,1404,"HUARA","Municipal","RURAL",0,-19.68392498,-69.18839342,"Evangélica","GRATUITO","GRATUITO","Medianamente",1,NA,NA,5,0,"69010200",2,35830.9275,NA,409,409,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"93",167,"ESCUELA CAMINA",NA,69251100,1,1402,"CAMIÑA","Municipal","RURAL",0,-19.31180284,-69.42463304,"Laica","GRATUITO","GRATUITO","No Accesible",1,NA,NA,88,0,"69251100",83,1486983.49125,NA,214,214,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"94",168,"ESCUELA CUISAMA",NA,69251100,1,1402,"CAMIÑA","Municipal","RURAL",0,-19.32428925,-69.45581332,"Laica","GRATUITO","GRATUITO","Accesible",1,NA,NA,6,0,"69251100",6,107492.7825,NA,214,214,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"95",169,"ESCUELA QUISTAGAMA",NA,69251100,1,1402,"CAMIÑA","Municipal","RURAL",0,-19.3461294,-69.50804787,"Católica","GRATUITO","GRATUITO","Medianamente",1,NA,NA,16,0,"69251100",15,268731.95625,NA,214,214,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"96",170,"ESCUELA NAMA",NA,69251100,1,1402,"CAMIÑA","Municipal","RURAL",0,-19.19146313,-69.41265239,"Laica","GRATUITO","GRATUITO","No Accesible",1,NA,NA,4,0,"69251100",4,71661.855,NA,214,214,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"97",171,"ESCUELA APAMILCA",NA,69251100,1,1402,"CAMIÑA","Municipal","RURAL",0,-19.30951547,-69.3927774099999,"Laica","GRATUITO","GRATUITO","Accesible",1,NA,NA,5,0,"69251100",5,89577.31875,NA,214,214,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"98",172,"ESCUELA CHAPIQUILTA",NA,69251100,1,1402,"CAMIÑA","Municipal","RURAL",0,-19.31772736,-69.41053135,"Laica","GRATUITO","GRATUITO","Medianamente",1,NA,NA,9,0,"69251100",7,125408.24625,NA,214,214,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"99",173,"ESCUELA MOQUELLA",NA,69251100,1,1402,"CAMIÑA","Municipal","RURAL",0,-19.35069174,-69.5149742499999,"Laica","GRATUITO","GRATUITO","No Accesible",1,NA,NA,21,0,"69251100",21,376224.73875,NA,214,214,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"100",174,"ESCUELA FRANCIA",NA,69251100,1,1402,"CAMIÑA","Municipal","RURAL",0,-19.38155623,-69.5714746,"Laica","GRATUITO","GRATUITO","Accesible",1,NA,NA,13,0,"69251100",12,214985.565,NA,214,214,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"101",175,"ESCUELA YALA YALA",NA,69251100,1,1402,"CAMIÑA","Municipal","RURAL",0,-19.31468694,-69.4000908799999,"Católica","GRATUITO","GRATUITO","Medianamente",1,NA,NA,2,0,"69251100",2,35830.9275,NA,214,214,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"102",177,"ESCUELA BASICA CARIQUIMA",NA,69250400,1,1403,"COLCHANE","Municipal","RURAL",1,-19.46720962,-68.64475591,"Evangélica","GRATUITO","GRATUITO","No Accesible",1,NA,NA,6,0,"69250400",5,89577.31875,NA,149,149,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"103",178,"LICEO TECNICO PROFESIONAL COLCHANE",NA,69250400,1,1403,"COLCHANE","Municipal","RURAL",1,-19.27647789,-68.63913529,"Evangélica","GRATUITO","GRATUITO","Accesible",1,239,247,135,0,"69250400",117,2096109.25875,NA,149,149,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"104",179,"ESCUELA BASICA MAUQUE",NA,69250400,1,1403,"COLCHANE","Municipal","RURAL",0,-19.32282248,-68.88055631,"Católica","GRATUITO","GRATUITO","Medianamente",1,NA,NA,2,0,"69250400",2,35830.9275,NA,149,149,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"105",185,"ESCUELA BASICA PISIGA-CHOQUE",NA,69250400,1,1403,"COLCHANE","Municipal","RURAL",0,-19.30284133,-68.61779439,"Evangélica","GRATUITO","GRATUITO","No Accesible",1,NA,NA,4,0,"69250400",4,71661.855,NA,149,149,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"106",186,"ESCUELA BASICA ENQUELGA",NA,69250400,1,1403,"COLCHANE","Municipal","RURAL",0,-19.22896694,-68.80449122,"Evangélica","GRATUITO","GRATUITO","Accesible",1,NA,NA,2,0,"69250400",2,35830.9275,NA,149,149,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"107",187,"ESCUELA VERTIENTE DEL SABER",NA,69010400,1,1405,"PICA","Municipal","URBANO",1,-20.4885203,-69.32209257,"Católica","GRATUITO","GRATUITO","Medianamente",1,NA,NA,279,0,"69010400",229,4102641.19875,NA,1074,1074,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"108",188,"ESC. MATILLA DE NUEVA EXTREMADURA",NA,69010400,1,1405,"PICA","Municipal","RURAL",1,-20.51322714,-69.35998544,"Laica","GRATUITO","GRATUITO","No Accesible",1,NA,NA,138,0,"69010400",107,1916954.62125,NA,1074,1074,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"109",191,"LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ",NA,71497400,1,1401,"POZO ALMONTE","Municipal","RURAL",1,-20.25289061,-69.78459028,"Otro","GRATUITO","GRATUITO","Accesible",1,222,201,702,0,"71497400",539,9656434.96125,NA,3080,2827,0,0,"2","2-Accesible-0-Municipal","2","Accesible",0,"Municipal",4266015740.69125,206556,20653.0710349312,397,13
"110",192,"ESCUELA BASICA MAMINA",NA,71497400,1,1401,"POZO ALMONTE","Municipal","RURAL",1,-20.07103589,-69.21761041,"Católica","GRATUITO","GRATUITO","Medianamente",1,NA,NA,45,0,"71497400",36,644956.695,NA,3080,2827,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"111",193,"ESCUELA BASICA POZO ALMONTE",NA,71497400,1,1401,"POZO ALMONTE","Municipal","RURAL",1,-20.25163402,-69.78651789,"Laica","GRATUITO","GRATUITO","No Accesible",1,NA,NA,632,0,"71497400",524,9387703.005,NA,3080,2827,0,0,"2","2-No Accesible-0-Municipal","2","No Accesible",0,"Municipal",4756192501.35875,230084,20671.5482230783,432,21
"112",195,"ESCUELA BASICA LA TIRANA",NA,71497400,1,1401,"POZO ALMONTE","Municipal","RURAL",1,-20.33764657,-69.6554283499999,"Laica","GRATUITO","GRATUITO","Accesible",1,NA,NA,207,0,"71497400",173,3099375.22875,NA,3080,2827,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"113",196,"ESCUELA BASICA HUATACONDO",NA,71497400,1,1401,"POZO ALMONTE","Municipal","RURAL",1,-20.92778172,-69.05335706,"Laica","GRATUITO","GRATUITO","Medianamente",1,NA,NA,13,0,"71497400",8,143323.71,NA,3080,2827,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"114",198,"ESCUELA BASICA LA HUAYCA",NA,71497400,1,1401,"POZO ALMONTE","Municipal","RURAL",1,-20.43056843,-69.56046286,"Católica","GRATUITO","GRATUITO","No Accesible",1,NA,NA,98,0,"71497400",85,1522814.41875,NA,3080,2827,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"115",199,"LICEO DOMINGO LATRILLE LASTAUNOU",NA,69020100,2,2301,"TOCOPILLA","Municipal","URBANO",1,-22.08858102,-70.19479052,"Laica","GRATUITO","GRATUITO","Accesible",1,203,197,702,0,"69020100",340,6091257.675,NA,5246,4037,0,0,"2","2-Accesible-0-Municipal","2","Accesible",0,"Municipal",4266015740.69125,206556,20653.0710349312,397,13
"116",201,"ESCUELA CARLOS CONDELL DE LA HAZA",NA,69020100,2,2301,"TOCOPILLA","Municipal","URBANO",1,-22.09387946,-70.20394637,"Católica","GRATUITO","GRATUITO","Medianamente",1,NA,NA,611,0,"69020100",512,9172717.44,NA,5246,4037,0,0,"2","2-Medianamente-0-Municipal","2","Medianamente",0,"Municipal",4794671239.00625,217202,22074.7103572078,418,17
"117",203,"ESCUELA PABLO NERUDA",NA,69020100,2,2301,"TOCOPILLA","Municipal","URBANO",1,-22.08918,-70.19440786,"Otro","GRATUITO","GRATUITO","No Accesible",1,NA,NA,618,0,"69020100",546,9781843.2075,NA,5246,4037,0,0,"2","2-No Accesible-0-Municipal","2","No Accesible",0,"Municipal",4756192501.35875,230084,20671.5482230783,432,21
"118",204,"ESCUELA L.GRAL.BERNARDO O´HIGGINS R.",NA,69020100,2,2301,"TOCOPILLA","Municipal","URBANO",1,-22.08531554,-70.1892190699999,"Laica","GRATUITO","GRATUITO","Accesible",1,NA,NA,404,0,"69020100",342,6127088.6025,NA,5246,4037,0,0,"2","2-Accesible-0-Municipal","2","Accesible",0,"Municipal",4266015740.69125,206556,20653.0710349312,397,13
"119",205,"ESCUELA ARTURO PRAT CHACON",NA,69020100,2,2301,"TOCOPILLA","Municipal","URBANO",1,-22.08507911,-70.18755882,"Católica","GRATUITO","GRATUITO","Medianamente",1,NA,NA,553,0,"69020100",455,8151536.00625,NA,5246,4037,0,0,"2","2-Medianamente-0-Municipal","2","Medianamente",0,"Municipal",4794671239.00625,217202,22074.7103572078,418,17
"120",206,"ESCUELA ESTADOS UNIDOS DE NORTEAMERICA",NA,69020100,2,2301,"TOCOPILLA","Municipal","URBANO",1,-22.10881135,-70.21001539,"Católica","GRATUITO","GRATUITO","No Accesible",1,NA,NA,431,0,"69020100",379,6789960.76125,NA,5246,4037,0,0,"2","2-No Accesible-0-Municipal","2","No Accesible",0,"Municipal",4756192501.35875,230084,20671.5482230783,432,21
"121",208,"COLEGIO SAGRADA FAMILIA",NA,81735102,2,2301,"TOCOPILLA","Particular Subvencionado","URBANO",0,-22.09458189,-70.20499644,"Católica","GRATUITO","$10.001 A $25.000","Accesible",1,280,290,1209,0,"81735102",396,7094523.645,NA,5246,1209,0,17500,"2","2-Accesible-0-Particular Subvencionado","2","Accesible",0,"Particular Subvencionado",27179668282.2612,186875,145443.040975311,294,14
"122",210,"ESCUELA ARTURO PEREZ CANTO",NA,69253600,2,2302,"MARIA ELENA","Municipal","URBANO",1,-22.34456834,-69.66779774,"Otro","GRATUITO","GRATUITO","Medianamente",1,NA,NA,692,0,"69253600",332,5947933.965,NA,984,984,0,0,"2","2-Medianamente-0-Municipal","2","Medianamente",0,"Municipal",4794671239.00625,217202,22074.7103572078,418,17
"123",211,"LICEO  H.C. T.P.  MARIA ELENA",NA,69253600,2,2302,"MARIA ELENA","Municipal","URBANO",1,-22.34669407,-69.66711836,"Laica","$1.000 A $10.000","GRATUITO","No Accesible",1,245,250,280,0,"69253600",144,2579826.78,NA,984,984,5000,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"124",214,"ESCUELA IGNACIO CARRERA PINTO",NA,69253600,2,2302,"MARIA ELENA","Municipal","RURAL",0,-22.34555267,-69.6612765,"Laica","GRATUITO","GRATUITO","Accesible",1,NA,NA,12,0,"69253600",10,179154.6375,NA,984,984,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"125",217,"LICEO LUIS CRUZ MARTINEZ",NA,70954900,2,2201,"CALAMA","Municipal","URBANO",1,-22.45509731,-68.92665417,"Laica","$1.000 A $10.000","GRATUITO","Medianamente",1,281,306,1129,0,"70954900",608,10892601.96,NA,30104,16240,5000,0,"2","2-Medianamente-0-Municipal","2","Medianamente",0,"Municipal",4794671239.00625,217202,22074.7103572078,418,17
"126",218,"LICEO FRANCISCO DE AGUIRRE",NA,70954900,2,2201,"CALAMA","Municipal","URBANO",0,-22.45825664,-68.9312436799999,"Católica","$1.000 A $10.000","GRATUITO","No Accesible",1,218,227,437,0,"70954900",290,5195484.4875,NA,30104,16240,5000,0,"2","2-No Accesible-0-Municipal","2","No Accesible",0,"Municipal",4756192501.35875,230084,20671.5482230783,432,21
"127",223,"ESCUELA CLAUDIO ARRAU",NA,70954900,2,2201,"CALAMA","Municipal","URBANO",1,-22.44936281,-68.92623365,"Católica","GRATUITO","GRATUITO","Accesible",1,NA,NA,630,0,"70954900",343,6145004.06625,NA,30104,16240,0,0,"2","2-Accesible-0-Municipal","2","Accesible",0,"Municipal",4266015740.69125,206556,20653.0710349312,397,13
"128",224,"ESCUELA GRECIA",NA,70954900,2,2201,"CALAMA","Municipal","URBANO",1,-22.46030028,-68.9336898,"Católica","GRATUITO","GRATUITO","Medianamente",1,NA,NA,893,0,"70954900",545,9763927.74375,NA,30104,16240,0,0,"2","2-Medianamente-0-Municipal","2","Medianamente",0,"Municipal",4794671239.00625,217202,22074.7103572078,418,17
"129",225,"ESCUELA REPUBLICA DE BOLIVIA",NA,70954900,2,2201,"CALAMA","Municipal","URBANO",0,-22.46270414,-68.92858704,"Católica","GRATUITO","GRATUITO","No Accesible",1,NA,NA,1073,1,"70954900",746,13364935.9575,NA,30104,16240,0,0,"2","2-No Accesible-1-Municipal","2","No Accesible",1,"Municipal",99323331.03,5083,19540.2972712965,10,23
"130",226,"ESCUELA BASICA EMILIO SOTOMAYOR",NA,70954900,2,2201,"CALAMA","Municipal","URBANO",1,-22.43814663,-68.92265365,"Laica","GRATUITO","GRATUITO","Accesible",1,NA,NA,919,0,"70954900",688,12325839.06,NA,30104,16240,0,0,"2","2-Accesible-0-Municipal","2","Accesible",0,"Municipal",4266015740.69125,206556,20653.0710349312,397,13
"131",227,"ESCUELA BASICA PRESIDENTE BALMACEDA",NA,70954900,2,2201,"CALAMA","Municipal","URBANO",1,-22.45891932,-68.92310759,"Católica","GRATUITO","GRATUITO","Medianamente",1,NA,NA,1542,0,"70954900",974,17449661.6925,NA,30104,16240,0,0,"1","1-Medianamente-0-Municipal","1","Medianamente",0,"Municipal",1572951473.6,60364,26057.7740640117,46,5
"132",228,"ESCUELA BASICA VADO DE TOPATER",NA,70954900,2,2201,"CALAMA","Municipal","URBANO",1,-22.47698458,-68.92906268,"Católica","GRATUITO","GRATUITO","No Accesible",1,NA,NA,528,0,"70954900",322,5768779.3275,NA,30104,16240,0,0,"2","2-No Accesible-0-Municipal","2","No Accesible",0,"Municipal",4756192501.35875,230084,20671.5482230783,432,21
